Normal (kWh),Horário Económico (kWh),Autoconsumo (kWh),Injeção na rede (kWh),temp,feels_like,temp_min,temp_max,pressure,humidity,wind_speed,clouds_all,weather_description,ano,mes,dia,hora,dia da semana
0.0,0.0,0.312,3,11.79,10.72,9.45,11.82,1009,65,1.77,0,7,2022,12,3,11,5
0.032,0.0,0.504,3,12.91,11.82,9.71,12.93,1008,60,1.1,0,7,2022,12,3,12,5
0.0,0.0,0.318,3,13.44,12.43,10.82,13.72,1007,61,0.61,0,7,2022,12,3,13,5
0.0,0.0,0.316,3,12.47,11.47,10.1,15.72,1007,65,0.17,0,7,2022,12,3,14,5
0.177,0.0,0.266,2,12.97,11.97,10.66,14.72,1007,63,0.58,0,7,2022,12,3,15,5
1.319,0.0,0.012,0,12.9,11.89,10.66,13.9,1006,63,0.44,0,7,2022,12,3,16,5
0.79,0.0,0.0,0,11.21,10.14,9.15,12.79,1006,67,0.63,0,7,2022,12,3,17,5
0.443,0.0,0.0,0,8.61,8.61,6.38,10.01,1007,70,1.1,0,7,2022,12,3,18,5
0.493,0.0,0.0,0,10.0,9.54,7.57,10.15,1007,73,1.61,0,7,2022,12,3,19,5
0.485,0.0,0.0,0,9.29,8.42,8.34,9.59,1007,75,1.94,0,7,2022,12,3,20,5
0.536,0.0,0.0,0,8.89,8.01,5.34,9.04,1007,74,1.88,0,7,2022,12,3,21,5
0.0,0.53,0.0,0,8.88,7.71,4.23,9.04,1007,72,2.22,4,7,2022,12,3,22,5
0.0,0.41,0.0,0,7.54,5.96,3.68,7.72,1007,89,2.44,4,7,2022,12,3,23,5
0.0,0.302,0.0,0,7.31,5.49,3.68,7.72,1007,89,2.7,9,7,2022,12,4,0,6
0.0,0.306,0.0,0,8.44,6.79,3.68,8.48,1007,71,2.77,20,1,2022,12,4,1,6
0.0,0.314,0.0,0,8.48,6.83,3.68,8.72,1007,72,2.78,29,6,2022,12,4,2,6
0.0,0.289,0.0,0,8.48,6.83,3.68,8.72,1007,72,2.77,71,0,2022,12,4,3,6
0.0,0.354,0.0,0,8.47,6.86,6.77,8.72,1006,73,2.72,78,0,2022,12,4,4,6
0.0,0.321,0.0,0,8.47,7.06,6.77,8.72,1006,73,2.43,91,5,2022,12,4,5,6
0.0,0.319,0.0,0,8.39,7.01,3.68,8.72,1007,74,2.38,95,5,2022,12,4,6,6
0.0,1.051,0.0,0,8.43,7.05,5.26,8.48,1007,76,2.39,95,3,2022,12,4,7,6
0.417,0.0,0.0,0,7.38,5.85,7.23,7.72,1007,88,2.34,97,3,2022,12,4,8,6
1.999,0.0,0.018,0,7.38,5.56,7.32,7.79,1008,89,2.71,99,5,2022,12,4,9,6
1.109,0.0,0.039,0,7.98,6.33,6.93,10.01,1008,89,2.64,99,5,2022,12,4,10,6
2.022,0.0,0.098,0,10.69,10.09,8.6,11.12,1009,87,2.45,97,5,2022,12,4,11,6
3.187,0.0,0.096,0,10.7,10.02,10.7,11.68,1008,84,2.37,84,3,2022,12,4,12,6
0.342,0.0,0.106,0,11.28,10.66,11.26,13.34,1008,84,2.32,91,3,2022,12,4,13,6
0.189,0.0,0.132,0,11.82,11.3,11.72,12.49,1008,86,2.27,71,0,2022,12,4,14,6
0.287,0.0,0.138,0,11.86,11.32,11.82,14.71,1008,85,2.0,60,0,2022,12,4,15,6
0.508,0.0,0.029,0,11.31,10.82,11.12,13.6,1008,89,1.58,50,6,2022,12,4,16,6
0.763,0.0,0.0,0,11.29,10.85,10.82,12.72,1009,91,1.71,57,0,2022,12,4,17,6
0.539,0.0,0.0,0,10.69,10.11,8.04,11.12,1009,88,1.57,49,6,2022,12,4,18,6
0.73,0.0,0.0,0,10.15,9.6,8.04,10.72,1009,91,1.98,44,3,2022,12,4,19,6
0.829,0.0,0.0,0,10.13,9.52,7.01,10.72,1010,89,2.41,30,6,2022,12,4,20,6
0.472,0.0,0.0,0,9.54,8.21,6.93,9.72,1010,86,2.6,29,6,2022,12,4,21,6
0.0,0.468,0.0,0,9.04,7.22,6.45,9.72,1010,86,3.24,24,1,2022,12,4,22,6
0.0,0.868,0.0,0,9.03,6.99,5.9,9.72,1010,85,3.64,22,1,2022,12,4,23,6
0.0,0.478,0.0,0,9.58,7.66,7.49,9.72,1010,84,3.63,27,6,2022,12,5,0,0
0.0,0.312,0.0,0,9.58,7.53,7.49,9.72,1009,83,3.9,65,0,2022,12,5,1,0
0.0,0.307,0.0,0,10.14,9.38,7.49,10.72,1009,83,3.92,93,5,2022,12,5,2,0
0.0,0.291,0.0,0,9.82,7.81,5.34,10.72,1009,87,3.93,98,5,2022,12,5,3,0
0.0,0.298,0.0,0,9.82,7.7,6.45,10.72,1009,87,4.17,99,3,2022,12,5,4,0
0.0,0.306,0.0,0,9.92,7.91,7.01,10.72,1008,89,3.98,100,3,2022,12,5,5,0
0.0,0.301,0.0,0,10.68,9.94,9.15,10.72,1009,82,4.16,98,4,2022,12,5,6,0
0.0,1.375,0.0,0,10.69,9.98,7.57,11.72,1009,83,4.17,94,3,2022,12,5,7,0
0.611,0.0,0.005,0,10.7,9.94,8.68,11.72,1009,81,4.32,86,3,2022,12,5,8,0
0.893,0.0,0.063,0,10.7,9.99,9.15,11.72,1009,83,4.84,96,3,2022,12,5,9,0
0.22,0.0,0.125,0,10.69,9.96,10.26,10.9,1009,82,5.23,96,5,2022,12,5,10,0
0.184,0.0,0.152,0,11.26,10.5,10.66,12.01,1009,79,4.84,99,5,2022,12,5,11,0
0.104,0.0,0.241,1,11.94,11.12,11.12,12.72,1008,74,4.84,95,5,2022,12,5,12,0
0.134,0.0,0.197,0,11.77,11.14,10.57,12.57,1008,82,4.85,95,5,2022,12,5,13,0
0.059,0.0,0.259,2,12.34,11.77,11.21,13.12,1008,82,4.32,98,5,2022,12,5,14,0
0.195,0.0,0.142,0,12.98,12.21,11.68,13.72,1008,72,3.55,89,5,2022,12,5,15,0
0.302,0.0,0.031,0,12.95,12.23,11.38,13.72,1008,74,3.16,81,0,2022,12,5,16,0
0.737,0.0,0.0,0,11.85,11.21,10.82,12.72,1009,81,2.34,84,3,2022,12,5,17,0
1.195,0.0,0.0,0,11.83,11.21,10.26,12.72,1010,82,2.15,93,3,2022,12,5,18,0
1.105,0.0,0.0,0,11.73,11.07,9.15,12.72,1010,81,1.98,100,5,2022,12,5,19,0
0.419,0.0,0.0,0,11.9,11.31,10.26,12.72,1011,83,1.86,98,5,2022,12,5,20,0
0.552,0.0,0.0,0,11.44,10.83,10.26,11.77,1011,84,1.85,98,5,2022,12,5,21,0
0.0,0.437,0.0,0,10.57,9.88,9.15,11.21,1011,84,1.82,93,5,2022,12,5,22,0
0.0,0.444,0.0,0,11.73,11.15,10.34,11.82,1012,84,1.72,87,5,2022,12,5,23,0
0.0,0.421,0.0,0,11.62,11.06,8.04,11.82,1012,85,1.79,83,0,2022,12,6,0,1
0.0,0.317,0.0,0,11.11,10.5,8.04,11.26,1012,85,1.61,78,0,2022,12,6,1,1
0.0,0.288,0.0,0,11.1,10.51,8.04,11.26,1012,86,1.42,82,0,2022,12,6,2,1
0.0,0.305,0.0,0,11.66,11.1,7.57,11.82,1013,85,1.43,82,0,2022,12,6,3,1
0.0,0.306,0.0,0,11.62,11.06,7.57,11.82,1013,85,1.26,88,5,2022,12,6,4,1
0.0,0.313,0.0,0,11.76,11.21,9.15,11.82,1014,85,1.38,85,5,2022,12,6,5,1
0.0,0.291,0.0,0,12.26,11.76,9.15,12.37,1014,85,1.38,89,5,2022,12,6,6,1
0.0,0.834,0.0,0,11.76,11.24,9.15,11.82,1014,86,1.31,100,5,2022,12,6,7,1
0.856,0.0,0.014,0,12.28,11.81,9.15,12.37,1015,86,0.92,98,5,2022,12,6,8,1
0.34,0.0,0.07,0,12.31,11.87,9.71,12.37,1015,87,0.64,100,5,2022,12,6,9,1
1.956,0.0,0.178,0,12.86,12.47,10.1,12.93,1016,87,1.07,100,5,2022,12,6,10,1
2.087,0.0,0.234,0,13.99,13.64,11.21,14.04,1016,84,1.01,99,5,2022,12,6,11,1
0.543,0.0,0.328,1,13.7,13.24,12.01,14.72,1016,81,0.81,99,5,2022,12,6,12,1
0.048,0.0,0.339,2,15.17,14.88,14.23,15.72,1016,82,0.73,94,5,2022,12,6,13,1
0.056,0.0,0.251,2,15.12,14.78,14.45,15.15,1015,80,1.03,89,5,2022,12,6,14,1
0.146,0.0,0.142,0,14.33,13.86,13.43,14.79,1015,78,1.42,79,0,2022,12,6,15,1
0.276,0.0,0.024,0,15.55,15.25,12.88,15.7,1015,80,0.95,73,0,2022,12,6,16,1
0.507,0.0,0.0,0,13.98,13.65,12.88,14.23,1015,85,0.9,71,0,2022,12,6,17,1
0.606,0.0,0.0,0,13.41,13.16,12.49,13.68,1016,90,0.66,69,0,2022,12,6,18,1
1.051,0.0,0.0,0,12.83,12.54,11.38,13.12,1016,91,1.11,81,0,2022,12,6,19,1
0.792,0.0,0.0,0,12.32,12.01,11.38,12.57,1016,92,1.28,79,0,2022,12,6,20,1
0.722,0.0,0.0,0,12.81,12.55,10.72,12.93,1016,92,1.47,72,0,2022,12,6,21,1
0.0,0.495,0.0,0,12.81,12.52,11.38,12.93,1016,91,1.47,66,0,2022,12,6,22,1
0.0,0.353,0.0,0,12.29,11.98,10.82,12.37,1016,92,1.3,62,0,2022,12,6,23,1
0.0,0.317,0.0,0,12.25,11.91,10.72,12.37,1015,91,1.62,49,6,2022,12,7,0,2
0.0,0.329,0.0,0,12.21,11.81,9.71,12.37,1015,89,1.98,85,5,2022,12,7,1,2
0.0,0.323,0.0,0,12.18,11.73,9.15,12.37,1014,87,2.36,99,5,2022,12,7,2,2
0.0,0.634,0.0,0,12.18,11.73,9.15,12.37,1015,87,2.47,100,5,2022,12,7,3,2
0.0,0.406,0.0,0,12.66,12.2,8.6,12.93,1014,85,2.69,100,5,2022,12,7,4,2
0.0,0.41,0.0,0,12.67,12.26,9.15,12.93,1014,87,2.78,100,5,2022,12,7,5,2
0.0,0.388,0.0,0,12.39,11.93,8.6,12.93,1013,86,2.77,100,3,2022,12,7,6,2
0.0,1.211,0.0,0,12.13,11.67,8.04,12.37,1013,87,2.98,100,5,2022,12,7,7,2
0.426,0.0,0.079,0,9.02,7.25,6.93,10.01,1013,97,3.15,100,5,2022,12,7,8,2
0.0,0.0,0.278,2,10.12,9.64,7.49,11.72,1013,94,3.27,100,5,2022,12,7,9,2
0.0,0.0,0.295,3,14.47,14.09,8.99,14.59,1012,81,2.71,100,5,2022,12,7,10,2
0.0,0.0,0.301,3,15.57,15.25,11.45,15.7,1012,79,2.53,84,0,2022,12,7,11,2
0.0,0.0,0.31,3,15.16,14.66,14.15,15.72,1011,74,3.12,97,5,2022,12,7,12,2
0.0,0.0,0.376,3,15.77,15.31,14.79,16.93,1010,73,3.89,100,5,2022,12,7,13,2
0.022,0.0,0.4,2,16.35,15.79,15.34,17.72,1009,67,3.87,100,5,2022,12,7,14,2
0.665,0.0,0.187,0,16.28,15.66,13.99,17.72,1009,65,3.04,100,5,2022,12,7,15,2
1.049,0.0,0.028,0,15.7,15.05,13.99,16.72,1008,66,2.54,100,5,2022,12,7,16,2
0.423,0.0,0.0,0,15.12,14.52,13.68,15.72,1007,70,2.44,100,5,2022,12,7,17,2
0.411,0.0,0.0,0,14.6,14.02,13.43,15.72,1007,73,3.27,97,5,2022,12,7,18,2
0.435,0.0,0.0,0,14.53,13.92,13.04,14.72,1006,72,4.38,92,5,2022,12,7,19,2
0.445,0.0,0.0,0,14.33,13.78,12.49,15.72,1005,75,4.28,98,5,2022,12,7,20,2
0.457,0.0,0.0,0,14.02,13.36,12.88,14.72,1004,72,4.82,100,5,2022,12,7,21,2
0.0,0.521,0.0,0,13.46,12.9,12.79,13.72,1004,78,4.94,100,3,2022,12,7,22,2
0.0,0.355,0.0,0,12.9,12.41,12.32,13.12,1003,83,5.48,100,3,2022,12,7,23,2
0.0,0.309,0.0,0,12.37,11.96,11.68,13.12,1002,88,6.03,99,4,2022,12,8,0,3
0.0,0.294,0.0,0,11.86,11.48,11.68,13.12,1001,91,6.24,95,4,2022,12,8,1,3
0.0,0.358,0.0,0,11.86,11.45,11.77,13.12,1000,90,6.17,99,4,2022,12,8,2,3
0.0,0.288,0.0,0,11.86,11.45,11.12,13.12,999,90,5.59,100,4,2022,12,8,3,3
0.0,0.281,0.0,0,11.84,11.38,10.82,13.12,998,88,5.31,100,4,2022,12,8,4,3
0.0,0.305,0.0,0,12.37,11.88,11.77,13.12,997,85,4.82,98,3,2022,12,8,5,3
0.0,1.027,0.0,0,11.88,11.45,11.77,13.12,997,89,4.31,96,3,2022,12,8,6,3
0.0,0.777,0.0,0,11.86,11.4,11.77,13.12,997,88,3.48,75,0,2022,12,8,7,3
0.283,0.0,0.038,0,12.35,11.96,11.38,13.12,997,89,2.95,45,6,2022,12,8,8,3
0.918,0.0,0.206,1,12.86,12.47,11.38,13.34,998,87,2.87,72,0,2022,12,8,9,3
0.572,0.0,0.22,0,14.49,14.16,12.32,14.72,998,83,3.02,86,3,2022,12,8,10,3
0.465,0.0,0.151,0,14.6,14.31,14.45,15.9,998,84,2.98,93,3,2022,12,8,11,3
0.365,0.0,0.118,0,14.56,14.26,12.88,15.9,998,84,3.32,99,3,2022,12,8,12,3
0.452,0.0,0.059,0,14.5,14.25,12.79,16.45,997,86,3.23,98,3,2022,12,8,13,3
0.639,0.0,0.148,0,13.75,13.53,12.79,14.04,996,90,3.25,99,3,2022,12,8,14,3
1.626,0.0,0.061,0,12.95,12.7,12.79,13.72,996,92,2.71,100,4,2022,12,8,15,3
0.66,0.0,0.012,0,12.93,12.52,12.72,13.68,997,86,3.96,100,4,2022,12,8,16,3
0.816,0.0,0.0,0,12.45,12.07,12.37,13.72,997,89,3.24,100,3,2022,12,8,17,3
0.752,0.0,0.0,0,12.38,12.05,11.93,12.72,997,91,2.85,100,3,2022,12,8,18,3
0.71,0.0,0.0,0,12.38,12.08,11.93,12.72,997,92,2.61,99,3,2022,12,8,19,3
0.682,0.0,0.0,0,11.87,11.54,11.38,12.72,998,93,2.31,100,3,2022,12,8,20,3
0.642,0.0,0.0,0,11.87,11.57,11.38,12.72,998,94,2.31,98,3,2022,12,8,21,3
0.0,0.53,0.0,0,12.37,12.12,11.38,12.72,998,94,2.35,98,3,2022,12,8,22,3
0.0,0.494,0.0,0,11.81,11.5,11.45,11.82,998,94,2.25,100,3,2022,12,8,23,3
0.0,0.314,0.0,0,11.84,11.51,10.82,12.72,998,93,2.08,100,3,2022,12,9,0,4
0.0,0.319,0.0,0,12.36,12.03,11.45,12.72,998,91,2.14,100,3,2022,12,9,1,4
0.0,0.316,0.0,0,11.84,11.48,10.82,12.72,998,92,2.28,100,3,2022,12,9,2,4
0.0,0.304,0.0,0,12.36,12.03,11.45,12.72,998,91,2.31,100,3,2022,12,9,3,4
0.0,0.329,0.0,0,11.84,11.43,10.82,12.72,997,90,2.17,100,3,2022,12,9,4,4
0.0,0.284,0.0,0,11.79,11.4,10.82,11.82,997,91,2.41,99,4,2022,12,9,5,4
0.0,0.299,0.0,0,11.81,11.47,11.12,11.82,996,93,2.86,100,4,2022,12,9,6,4
0.0,1.204,0.0,0,11.79,11.48,10.34,11.82,996,94,2.93,99,4,2022,12,9,7,4
0.322,0.0,0.0,0,11.79,11.48,10.34,11.82,997,94,2.8,100,3,2022,12,9,8,4
0.215,0.0,0.103,0,12.05,11.77,10.82,12.37,997,94,2.68,100,3,2022,12,9,9,4
0.04,0.0,0.353,2,12.84,12.5,11.12,12.93,998,89,2.06,99,3,2022,12,9,10,4
0.029,0.0,0.37,2,13.35,12.99,11.38,13.48,998,86,1.66,99,3,2022,12,9,11,4
1.168,0.0,0.323,0,14.02,13.67,11.93,14.72,998,84,1.45,93,3,2022,12,9,12,4
0.032,0.0,0.233,2,15.07,14.72,12.49,15.15,998,80,1.38,63,3,2022,12,9,13,4
0.008,0.0,0.277,2,14.09,13.62,13.04,15.57,998,79,1.47,48,3,2022,12,9,14,4
0.027,0.0,0.238,1,14.24,13.68,13.43,14.72,998,75,1.83,48,6,2022,12,9,15,4
0.292,0.0,0.007,0,14.59,14.35,14.45,14.79,999,86,1.47,42,6,2022,12,9,16,4
0.303,0.0,0.0,0,14.51,14.29,13.43,14.59,1000,87,1.41,26,6,2022,12,9,17,4
0.616,0.0,0.0,0,13.94,13.69,12.72,14.04,1001,88,1.5,16,1,2022,12,9,18,4
0.695,0.0,0.0,0,12.86,12.58,11.72,12.93,1002,91,1.64,10,7,2022,12,9,19,4
0.684,0.0,0.0,0,12.79,12.53,10.72,12.93,1003,92,1.92,9,7,2022,12,9,20,4
0.582,0.0,0.0,0,12.2,11.9,9.72,12.37,1003,93,2.09,2,7,2022,12,9,21,4
0.0,0.827,0.0,0,11.8,11.46,10.34,11.82,1004,93,2.04,10,7,2022,12,9,22,4
0.0,0.417,0.0,0,11.78,11.47,10.34,11.82,1005,94,1.94,12,1,2022,12,9,23,4
0.0,0.4,0.0,0,11.76,11.45,9.79,11.82,1006,94,1.9,21,1,2022,12,10,0,5
0.0,0.368,0.0,0,11.76,11.47,9.79,11.82,1007,95,1.85,15,1,2022,12,10,1,5
0.0,0.324,0.0,0,11.2,10.83,8.9,11.26,1007,94,1.87,15,1,2022,12,10,2,5
0.0,0.313,0.0,0,11.18,10.83,8.34,11.26,1008,95,1.74,33,6,2022,12,10,3,5
0.0,0.303,0.0,0,11.16,10.81,7.79,11.26,1009,95,1.64,88,5,2022,12,10,4,5
0.0,0.362,0.0,0,9.88,9.39,5.72,10.15,1009,95,1.62,99,5,2022,12,10,5,5
0.0,0.3,0.0,0,9.86,9.52,5.72,10.15,1010,95,1.47,99,5,2022,12,10,6,5
0.0,0.263,0.0,0,9.88,9.88,5.72,10.15,1010,95,1.15,95,5,2022,12,10,7,5
0.731,0.0,0.009,0,9.82,9.82,5.72,10.15,1011,95,1.21,99,5,2022,12,10,8,5
0.266,0.0,0.028,0,9.42,9.42,6.68,9.59,1012,95,0.83,92,5,2022,12,10,9,5
1.08,0.0,0.059,0,9.55,9.55,7.88,10.26,1012,95,0.81,92,5,2022,12,10,10,5
0.088,0.0,0.221,2,10.2,9.78,8.99,11.72,1013,96,0.64,86,5,2022,12,10,11,5
0.003,0.0,0.243,2,10.22,9.75,9.54,11.72,1013,94,1.62,92,5,2022,12,10,12,5
0.132,0.0,0.316,1,11.52,10.95,10.1,12.49,1012,85,1.27,99,5,2022,12,10,13,5
0.251,0.0,0.127,0,11.28,10.68,10.66,12.49,1013,85,2.31,100,5,2022,12,10,14,5
0.556,0.0,0.071,0,11.74,11.16,10.66,11.93,1013,84,1.98,100,5,2022,12,10,15,5
0.533,0.0,0.01,0,11.22,10.62,10.57,11.38,1013,85,1.56,100,5,2022,12,10,16,5
1.11,0.0,0.0,0,10.64,9.98,9.45,10.7,1012,85,1.33,100,5,2022,12,10,17,5
1.984,0.0,0.0,0,10.12,9.41,9.45,10.15,1012,85,1.28,100,5,2022,12,10,18,5
2.399,0.0,0.0,0,9.6,9.6,8.9,10.1,1012,84,1.19,100,5,2022,12,10,19,5
1.19,0.0,0.0,0,9.57,9.57,8.6,9.72,1012,85,1.24,100,5,2022,12,10,20,5
0.499,0.0,0.0,0,9.57,9.17,8.6,9.72,1011,86,1.49,100,3,2022,12,10,21,5
0.0,0.456,0.0,0,9.07,8.71,8.34,9.72,1011,87,1.39,100,3,2022,12,10,22,5
0.0,0.363,0.0,0,9.01,8.66,7.79,9.54,1011,90,1.38,100,4,2022,12,10,23,5
0.0,0.306,0.0,0,8.49,7.22,7.79,8.99,1009,93,2.26,100,4,2022,12,11,0,6
0.0,0.244,0.0,0,7.93,5.39,7.01,8.43,1008,94,4.13,100,4,2022,12,11,1,6
0.0,0.285,0.0,0,7.42,4.35,6.45,8.43,1005,92,5.03,100,4,2022,12,11,2,6
0.0,0.266,0.0,0,7.42,4.49,6.45,8.43,1004,93,4.7,100,4,2022,12,11,3,6
0.0,0.288,0.0,0,7.42,4.49,6.45,8.43,1003,94,4.71,100,4,2022,12,11,4,6
0.0,0.259,0.0,0,7.42,4.6,6.45,8.43,1002,93,4.48,100,3,2022,12,11,5,6
0.0,0.316,0.0,0,7.97,5.3,7.01,8.72,1002,93,4.43,100,5,2022,12,11,6,6
0.0,0.512,0.0,0,7.97,5.41,7.01,8.72,1002,92,4.2,97,5,2022,12,11,7,6
0.271,0.0,0.014,0,7.94,5.62,7.01,8.43,1002,93,3.71,96,5,2022,12,11,8,6
0.372,0.0,0.068,0,9.05,7.48,8.04,9.72,1003,91,2.83,100,5,2022,12,11,9,6
1.841,0.0,0.109,0,9.54,8.28,8.04,9.79,1004,90,2.5,100,5,2022,12,11,10,6
1.808,0.0,0.143,0,9.62,9.03,8.6,10.9,1005,91,1.68,100,5,2022,12,11,11,6
1.157,0.0,0.144,0,10.14,9.66,9.15,11.45,1005,94,0.99,96,5,2022,12,11,12,6
0.442,0.0,0.141,0,10.64,10.21,9.15,12.01,1006,94,0.62,90,5,2022,12,11,13,6
0.49,0.0,0.211,0,10.69,10.3,9.71,10.72,1006,95,0.97,91,5,2022,12,11,14,6
0.39,0.0,0.135,0,11.22,10.88,9.71,12.57,1007,95,1.77,93,5,2022,12,11,15,6
0.283,0.0,0.016,0,10.73,10.34,9.71,12.57,1007,95,1.08,95,5,2022,12,11,16,6
0.345,0.0,0.0,0,10.73,10.34,9.71,12.01,1008,95,1.03,92,5,2022,12,11,17,6
0.399,0.0,0.0,0,10.73,10.34,9.71,11.72,1009,95,1.33,100,5,2022,12,11,18,6
1.224,0.0,0.0,0,10.22,9.78,10.1,11.72,1008,95,1.11,100,5,2022,12,11,19,6
0.76,0.0,0.0,0,10.67,10.27,10.1,10.9,1009,95,1.61,93,5,2022,12,11,20,6
0.554,0.0,0.0,0,10.66,10.26,9.71,10.9,1009,95,2.01,99,5,2022,12,11,21,6
0.0,0.594,0.0,0,10.13,9.65,8.6,10.9,1009,94,2.26,100,5,2022,12,11,22,6
0.0,0.412,0.0,0,10.64,10.19,9.15,10.72,1009,93,2.52,100,5,2022,12,11,23,6
0.0,0.394,0.0,0,11.21,10.79,9.54,11.72,1008,92,2.44,100,5,2022,12,12,0,0
0.0,0.478,0.0,0,11.74,11.32,9.79,11.82,1008,90,2.82,100,3,2022,12,12,1,0
0.0,0.255,0.0,0,11.79,11.45,9.79,12.79,1007,93,3.08,100,3,2022,12,12,2,0
0.0,0.249,0.0,0,12.4,12.15,10.26,14.72,1006,94,3.57,100,4,2022,12,12,3,0
0.0,0.246,0.0,0,13.02,12.86,10.26,15.72,1004,95,3.99,100,4,2022,12,12,4,0
0.0,0.251,0.0,0,14.24,14.3,10.26,16.12,1003,99,5.14,100,4,2022,12,12,5,0
0.0,0.251,0.0,0,14.5,14.62,10.82,16.12,1002,100,7.18,100,4,2022,12,12,6,0
0.0,1.17,0.0,0,15.89,16.15,14.54,16.72,1000,100,8.73,100,2,2022,12,12,7,0
0.407,0.0,0.0,0,16.76,16.97,15.1,16.93,1000,95,9.28,100,2,2022,12,12,8,0
0.295,0.0,0.017,0,17.33,17.57,16.12,17.49,1001,94,8.5,100,2,2022,12,12,9,0
0.211,0.0,0.097,0,16.45,16.71,15.1,18.04,1001,98,7.79,100,2,2022,12,12,10,0
0.186,0.0,0.114,0,16.65,16.88,15.66,18.04,1002,96,7.83,100,2,2022,12,12,11,0
0.26,0.0,0.116,0,17.39,17.67,16.68,18.04,1002,95,8.0,100,4,2022,12,12,12,0
0.116,0.0,0.126,0,16.78,16.99,15.66,16.82,1002,95,6.55,97,4,2022,12,12,13,0
0.069,0.0,0.172,1,16.79,17.01,15.66,17.49,1002,95,5.66,56,4,2022,12,12,14,0
0.208,0.0,0.035,0,16.79,17.01,15.66,17.49,1002,95,6.0,85,4,2022,12,12,15,0
0.234,0.0,0.004,0,16.54,16.73,15.66,17.49,1003,95,6.39,86,4,2022,12,12,16,0
0.333,0.0,0.0,0,16.27,16.43,15.66,16.93,1003,95,6.71,99,3,2022,12,12,17,0
0.408,0.0,0.0,0,16.28,16.44,15.34,17.49,1004,95,5.54,100,4,2022,12,12,18,0
1.019,0.0,0.0,0,16.28,16.44,15.34,17.49,1004,95,4.97,100,4,2022,12,12,19,0
0.894,0.0,0.0,0,16.26,16.42,15.66,16.72,1005,95,4.66,100,4,2022,12,12,20,0
0.453,0.0,0.0,0,15.77,15.88,15.66,16.93,1005,95,4.46,100,4,2022,12,12,21,0
0.0,0.451,0.0,0,16.28,16.44,15.34,16.93,1005,95,4.12,100,4,2022,12,12,22,0
0.0,0.455,0.0,0,16.27,16.43,15.34,16.93,1004,95,4.2,100,4,2022,12,12,23,0
0.0,0.344,0.0,0,16.29,16.46,15.66,17.49,1004,95,4.44,100,4,2022,12,13,0,1
0.0,0.292,0.0,0,16.79,17.01,15.66,17.49,1003,95,4.58,100,4,2022,12,13,1,1
0.0,0.264,0.0,0,16.78,16.99,15.66,16.93,1004,95,4.34,100,4,2022,12,13,2,1
0.0,0.247,0.0,0,16.78,16.99,15.66,16.93,1004,95,3.93,100,4,2022,12,13,3,1
0.0,0.25,0.0,0,16.78,16.99,15.66,16.93,1003,95,3.63,100,3,2022,12,13,4,1
0.0,0.247,0.0,0,16.81,17.03,15.9,17.49,1002,95,1.98,100,3,2022,12,13,5,1
0.0,0.246,0.0,0,16.29,16.46,15.66,17.49,1002,95,1.65,100,3,2022,12,13,6,1
0.0,0.706,0.0,0,16.27,16.43,15.57,16.93,1002,95,2.29,100,4,2022,12,13,7,1
0.343,0.0,0.003,0,15.69,15.8,15.01,16.38,1002,95,2.78,100,4,2022,12,13,8,1
0.255,0.0,0.044,0,15.7,15.81,15.66,15.9,1002,95,3.31,100,4,2022,12,13,9,1
0.244,0.0,0.067,0,15.67,15.77,15.01,16.45,1001,95,3.41,100,3,2022,12,13,10,1
0.243,0.0,0.068,0,15.17,15.22,14.45,16.45,1001,95,3.2,100,3,2022,12,13,11,1
0.508,0.0,0.076,0,15.17,15.22,14.45,16.45,1001,95,3.42,100,4,2022,12,13,12,1
0.241,0.0,0.016,0,15.18,15.23,15.01,16.45,1000,95,3.52,100,4,2022,12,13,13,1
0.221,0.0,0.019,0,15.68,15.78,15.1,15.9,1000,95,3.62,100,3,2022,12,13,14,1
0.23,0.0,0.01,0,15.13,15.18,14.45,15.9,1000,95,3.42,100,4,2022,12,13,15,1
0.246,0.0,0.002,0,15.12,15.17,14.45,15.34,1000,95,2.98,98,4,2022,12,13,16,1
0.287,0.0,0.0,0,15.12,15.17,14.45,15.34,1001,95,1.81,100,4,2022,12,13,17,1
0.882,0.0,0.0,0,15.15,15.2,14.45,15.72,1002,95,1.94,100,4,2022,12,13,18,1
1.751,0.0,0.0,0,15.15,15.2,14.54,15.72,1002,95,2.48,93,5,2022,12,13,19,1
0.712,0.0,0.0,0,15.18,15.23,14.23,15.82,1003,95,3.07,96,3,2022,12,13,20,1
0.694,0.0,0.0,0,14.68,14.68,13.68,15.82,1004,95,3.08,91,3,2022,12,13,21,1
0.0,1.027,0.0,0,14.66,14.66,13.12,15.72,1004,95,4.04,85,3,2022,12,13,22,1
0.0,1.584,0.0,0,14.62,14.62,13.68,15.82,1004,95,4.24,77,3,2022,12,13,23,1
0.0,0.585,0.0,0,14.14,14.09,13.12,15.72,1005,95,3.75,68,3,2022,12,14,0,2
0.0,0.515,0.0,0,14.14,14.09,13.12,15.72,1004,95,3.54,73,3,2022,12,14,1,2
0.0,0.318,0.0,0,14.04,13.95,13.72,14.54,1004,94,3.63,56,3,2022,12,14,2,2
0.0,0.309,0.0,0,13.47,13.33,12.72,14.15,1003,94,3.66,64,3,2022,12,14,3,2
0.0,0.335,0.0,0,13.47,13.33,12.49,13.72,1003,94,3.82,86,3,2022,12,14,4,2
